sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"KRTAP16-1","Approved symbol","KRTAP16-1","keratin associated protein 16-1","HGNC:18916","17q21.2"
"NDUFS2","Approved symbol","NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2","HGNC:7708","1q23.3"
"PRPS2","Approved symbol","PRPS2","phosphoribosyl pyrophosphate synthetase 2","HGNC:9465","Xp22.2"
"AHSG","Approved symbol","AHSG","alpha 2-HS glycoprotein","HGNC:349","3q27.3"
"MIR140","Approved symbol","MIR140","microRNA 140","HGNC:31527","16q22.1"
"TXNIP","Approved symbol","TXNIP","thioredoxin interacting protein","HGNC:16952","1q21.1"
"OTUD1","Approved symbol","OTUD1","OTU deubiquitinase 1","HGNC:27346","10p12.2"
"RSC1A1","Approved symbol","RSC1A1","regulator of solute carriers 1","HGNC:10458","1p36.21"
"PLAA","Approved symbol","PLAA","phospholipase A2 activating protein","HGNC:9043","9p21.2"
"DENND4C","Approved symbol","DENND4C","DENN domain containing 4C","HGNC:26079","9p22.1"
"SPTAN1","Approved symbol","SPTAN1","spectrin alpha, non-erythrocytic 1","HGNC:11273","9q34.11"
"VDR","Approved symbol","VDR","vitamin D receptor","HGNC:12679","12q13.11"
"FRMD1","Approved symbol","FRMD1","FERM domain containing 1","HGNC:21240","6q27"
"LSR","Approved symbol","LSR","lipolysis stimulated lipoprotein receptor","HGNC:29572","19q13.12"
"GNB4","Approved symbol","GNB4","G protein subunit beta 4","HGNC:20731","3q26.33"
"EGR1","Approved symbol","EGR1","early growth response 1","HGNC:3238","5q31.2"
"EIF1B","Approved symbol","EIF1B","eukaryotic translation initiation factor 1B","HGNC:30792","3p22.1"
"EEF1D","Approved symbol","EEF1D","eukaryotic translation elongation factor 1 delta","HGNC:3211","8q24.3"
"CCDC85B","Approved symbol","CCDC85B","coiled-coil domain containing 85B","HGNC:24926","11q13.1"
"KMT2C","Approved symbol","KMT2C","lysine methyltransferase 2C","HGNC:13726","7q36.1"
"SCAMP1","Approved symbol","SCAMP1","secretory carrier membrane protein 1","HGNC:10563","5q14.1"
"TRIM32","Approved symbol","TRIM32","tripartite motif containing 32","HGNC:16380","9q33.1"
"ZMAT3","Approved symbol","ZMAT3","zinc finger matrin-type 3","HGNC:29983","3q26.32"
"DDX58","Approved symbol","DDX58","DExD/H-box helicase 58","HGNC:19102","9p21.1"
"SRPRB","Approved symbol","SRPRB","SRP receptor subunit beta","HGNC:24085","3q22.1"
"RPP38","Approved symbol","RPP38","ribonuclease P/MRP subunit p38","HGNC:30329","10p13"
"IKZF3","Approved symbol","IKZF3","IKAROS family zinc finger 3","HGNC:13178","17q12-q21.1"
"SLAMF1","Approved symbol","SLAMF1","signaling lymphocytic activation molecule family member 1","HGNC:10903","1q23.3"
"UBE2D1","Approved symbol","UBE2D1","ubiquitin conjugating enzyme E2 D1","HGNC:12474","10q21.1"
"BCOR","Approved symbol","BCOR","BCL6 corepressor","HGNC:20893","Xp11.4"
"ECSIT","Approved symbol","ECSIT","ECSIT signaling integrator","HGNC:29548","19p13.2"
"TIMM23","Approved symbol","TIMM23","translocase of inner mitochondrial membrane 23","HGNC:17312","10q11.22"
"COA3","Approved symbol","COA3","cytochrome c oxidase assembly factor 3","HGNC:24990","17q21.2"
"MELK","Approved symbol","MELK","maternal embryonic leucine zipper kinase","HGNC:16870","9p13.2"
"NELFCD","Approved symbol","NELFCD","negative elongation factor complex member C/D","HGNC:15934","20q13.32"
"MYOT","Approved symbol","MYOT","myotilin","HGNC:12399","5q31.2"
"PDS5A","Approved symbol","PDS5A","PDS5 cohesin associated factor A","HGNC:29088","4p14"
"CD58","Approved symbol","CD58","CD58 molecule","HGNC:1688","1p13.1"
"DEUP1","Approved symbol","DEUP1","deuterosome assembly protein 1","HGNC:26344","11q21"
"IRF5","Approved symbol","IRF5","interferon regulatory factor 5","HGNC:6120","7q32.1"
"CCS","Approved symbol","CCS","copper chaperone for superoxide dismutase","HGNC:1613","11q13.2"
"F9","Approved symbol","F9","coagulation factor IX","HGNC:3551","Xq27.1"
"GORASP2","Approved symbol","GORASP2","golgi reassembly stacking protein 2","HGNC:17500","2q31.1"
"HBA1","Approved symbol","HBA1","hemoglobin subunit alpha 1","HGNC:4823","16p13.3"
"TIA1","Approved symbol","TIA1","TIA1 cytotoxic granule associated RNA binding protein","HGNC:11802","2p13.3"
"ZAP70","Approved symbol","ZAP70","zeta chain of T cell receptor associated protein kinase 70","HGNC:12858","2q11.2"
"TMEM30B","Approved symbol","TMEM30B","transmembrane protein 30B","HGNC:27254","14q23.1"
"MON2","Approved symbol","MON2","MON2 homolog, regulator of endosome-to-Golgi trafficking","HGNC:29177","12q14.1"
"GIGYF1","Approved symbol","GIGYF1","GRB10 interacting GYF protein 1","HGNC:9126","7q22.1"
"ODF2","Approved symbol","ODF2","outer dense fiber of sperm tails 2","HGNC:8114","9q34.11"
"MC4R","Approved symbol","MC4R","melanocortin 4 receptor","HGNC:6932","18q21.32"
"NOP56","Approved symbol","NOP56","NOP56 ribonucleoprotein","HGNC:15911","20p13"
"RPL12","Approved symbol","RPL12","ribosomal protein L12","HGNC:10302","9q33.3"
"C4A","Approved symbol","C4A","complement C4A (Rodgers blood group)","HGNC:1323","6p21.33"
"FAT1","Approved symbol","FAT1","FAT atypical cadherin 1","HGNC:3595","4q35.2"
"LAD1","Approved symbol","LAD1","ladinin 1","HGNC:6472","1q32.1"
"MAP9","Approved symbol","MAP9","microtubule associated protein 9","HGNC:26118","4q32.1"
"TJP1","Approved symbol","TJP1","tight junction protein 1","HGNC:11827","15q13.1"
"TRMT10C","Approved symbol","TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit","HGNC:26022","3q12.3"
"KRTAP10-4","Approved symbol","KRTAP10-4","keratin associated protein 10-4","HGNC:20521","21q22.3"
"FBXO46","Approved symbol","FBXO46","F-box protein 46","HGNC:25069","19q13.32"
"KAT5","Approved symbol","KAT5","lysine acetyltransferase 5","HGNC:5275","11q13.1"
"EIF2B5","Approved symbol","EIF2B5","eukaryotic translation initiation factor 2B subunit epsilon","HGNC:3261","3q27.1"
"CCNDBP1","Approved symbol","CCNDBP1","cyclin D1 binding protein 1","HGNC:1587","15q15.2"
"NOSIP","Approved symbol","NOSIP","nitric oxide synthase interacting protein","HGNC:17946","19q13.33"
"RNF14","Approved symbol","RNF14","ring finger protein 14","HGNC:10058","5q31.3"
"MAPK9","Approved symbol","MAPK9","mitogen-activated protein kinase 9","HGNC:6886","5q35.3"
"KMT2D","Approved symbol","KMT2D","lysine methyltransferase 2D","HGNC:7133","12q13.12"
"JPT1","Approved symbol","JPT1","Jupiter microtubule associated homolog 1","HGNC:14569","17q25.1"
"ENO2","Approved symbol","ENO2","enolase 2","HGNC:3353","12p13.31"
"ZNF593","Approved symbol","ZNF593","zinc finger protein 593","HGNC:30943","1p36.11"
"RAB1B","Approved symbol","RAB1B","RAB1B, member RAS oncogene family","HGNC:18370","11q13.2"
"SEPHS1","Approved symbol","SEPHS1","selenophosphate synthetase 1","HGNC:19685","10p13"
"PDCD5","Approved symbol","PDCD5","programmed cell death 5","HGNC:8764","19q13.11"
"CYS1","Approved symbol","CYS1","cystin 1","HGNC:18525","2p25.1"
"AAR2","Approved symbol","AAR2","AAR2 splicing factor","HGNC:15886","20q11.23"
"RNF125","Approved symbol","RNF125","ring finger protein 125","HGNC:21150","18q12.1"
"SCD","Approved symbol","SCD","stearoyl-CoA desaturase","HGNC:10571","10q24.31"
"FANCI","Approved symbol","FANCI","FA complementation group I","HGNC:25568","15q26.1"
"CRK","Approved symbol","CRK","CRK proto-oncogene, adaptor protein","HGNC:2362","17p13.3"
"MANSC1","Approved symbol","MANSC1","MANSC domain containing 1","HGNC:25505","12p13.2"
"NFKBIE","Approved symbol","NFKBIE","NFKB inhibitor epsilon","HGNC:7799","6p21.1"
"IL24","Approved symbol","IL24","interleukin 24","HGNC:11346","1q32.1"
"PARP2","Approved symbol","PARP2","poly(ADP-ribose) polymerase 2","HGNC:272","14q11.2"
"ATRX","Approved symbol","ATRX","ATRX chromatin remodeler","HGNC:886","Xq21.1"
"PYCR2","Approved symbol","PYCR2","pyrroline-5-carboxylate reductase 2","HGNC:30262","1q42.12"
"ZNF300","Approved symbol","ZNF300","zinc finger protein 300","HGNC:13091","5q33.1"
"IKZF4","Approved symbol","IKZF4","IKAROS family zinc finger 4","HGNC:13179","12q13.2"
"TCEA2","Approved symbol","TCEA2","transcription elongation factor A2","HGNC:11614","20q13.33"
"MAP2","Approved symbol","MAP2","microtubule associated protein 2","HGNC:6839","2q34"
"ARL6IP6","Approved symbol","ARL6IP6","ADP ribosylation factor like GTPase 6 interacting protein 6","HGNC:24048","2q23.3"
"RPLP2","Approved symbol","RPLP2","ribosomal protein lateral stalk subunit P2","HGNC:10377","11p15.5"
"SPRYD4","Approved symbol","SPRYD4","SPRY domain containing 4","HGNC:27468","12q13.3"
"SLC39A9","Approved symbol","SLC39A9","solute carrier family 39 member 9","HGNC:20182","14q24.1"
"RBM12","Approved symbol","RBM12","RNA binding motif protein 12","HGNC:9898","20q11.22"
"TIMD4","Approved symbol","TIMD4","T cell immunoglobulin and mucin domain containing 4","HGNC:25132","5q33.3"
"RACK1","Approved symbol","RACK1","receptor for activated C kinase 1","HGNC:4399","5q35.3"
"RNF168","Approved symbol","RNF168","ring finger protein 168","HGNC:26661","3q29"
"EIF3G","Approved symbol","EIF3G","eukaryotic translation initiation factor 3 subunit G","HGNC:3274","19p13.2"
"EFCAB3","Approved symbol","EFCAB3","EF-hand calcium binding domain 3","HGNC:26379","17q23.2"
"AURKA","Approved symbol","AURKA","aurora kinase A","HGNC:11393","20q13.2"
"SDC4","Approved symbol","SDC4","syndecan 4","HGNC:10661","20q13.12"
"LEMD3","Approved symbol","LEMD3","LEM domain containing 3","HGNC:28887","12q14.3"
"NR4A1","Approved symbol","NR4A1","nuclear receptor subfamily 4 group A member 1","HGNC:7980","12q13.13"
"NKIRAS1","Approved symbol","NKIRAS1","NFKB inhibitor interacting Ras like 1","HGNC:17899","3p24.2"
"KITLG","Approved symbol","KITLG","KIT ligand","HGNC:6343","12q21.32"
"CCDC59","Approved symbol","CCDC59","coiled-coil domain containing 59","HGNC:25005","12q21.31"
"HSPB2","Approved symbol","HSPB2","heat shock protein family B (small) member 2","HGNC:5247","11q23.1"
"ILKAP","Approved symbol","ILKAP","ILK associated serine/threonine phosphatase","HGNC:15566","2q37.3"
"PCSK9","Approved symbol","PCSK9","proprotein convertase subtilisin/kexin type 9","HGNC:20001","1p32.3"
"DHX57","Approved symbol","DHX57","DExH-box helicase 57","HGNC:20086","2p22.1"
"RAI1","Approved symbol","RAI1","retinoic acid induced 1","HGNC:9834","17p11.2"
"PRR11","Approved symbol","PRR11","proline rich 11","HGNC:25619","17q23.2"
"PITX1","Approved symbol","PITX1","paired like homeodomain 1","HGNC:9004","5q31.1"
"PSD3","Approved symbol","PSD3","pleckstrin and Sec7 domain containing 3","HGNC:19093","8p22"
"NUMB","Approved symbol","NUMB","NUMB endocytic adaptor protein","HGNC:8060","14q24.3"
"RPL9","Approved symbol","RPL9","ribosomal protein L9","HGNC:10369","4p14"
"CHCHD3","Approved symbol","CHCHD3","coiled-coil-helix-coiled-coil-helix domain containing 3","HGNC:21906","7q32.3-q33"
"SUPT6H","Approved symbol","SUPT6H","SPT6 homolog, histone chaperone and transcription elongation factor","HGNC:11470","17q11.2"
"VANGL1","Approved symbol","VANGL1","VANGL planar cell polarity protein 1","HGNC:15512","1p13.1"
"LRIF1","Approved symbol","LRIF1","ligand dependent nuclear receptor interacting factor 1","HGNC:30299","1p13.3"
"RALB","Approved symbol","RALB","RAS like proto-oncogene B","HGNC:9840","2q14.2"
"ZNF316","Approved symbol","ZNF316","zinc finger protein 316","HGNC:13843","7p22.1"
"XPC","Approved symbol","XPC","XPC complex subunit, DNA damage recognition and repair factor","HGNC:12816","3p25.1"
"BAG4","Approved symbol","BAG4","BAG cochaperone 4","HGNC:940","8p11.23"
"FOXK2","Approved symbol","FOXK2","forkhead box K2","HGNC:6036","17q25.3"
"SNX2","Approved symbol","SNX2","sorting nexin 2","HGNC:11173","5q23.2"
"CAMLG","Approved symbol","CAMLG","calcium modulating ligand","HGNC:1471","5q31.1"
"CDH9","Approved symbol","CDH9","cadherin 9","HGNC:1768","5p14.1"
"CHEK2","Approved symbol","CHEK2","checkpoint kinase 2","HGNC:16627","22q12.1"
"TANK","Approved symbol","TANK","TRAF family member associated NFKB activator","HGNC:11562","2q24.2"
"PRPF3","Approved symbol","PRPF3","pre-mRNA processing factor 3","HGNC:17348","1q21.2"
"COPA","Approved symbol","COPA","COPI coat complex subunit alpha","HGNC:2230","1q23.2"
"PREB","Approved symbol","PREB","prolactin regulatory element binding","HGNC:9356","2p23.3"
"EPB41L2","Approved symbol","EPB41L2","erythrocyte membrane protein band 4.1 like 2","HGNC:3379","6q23.1-q23.2"
"MBNL1","Approved symbol","MBNL1","muscleblind like splicing regulator 1","HGNC:6923","3q25.1-q25.2"
"ARPC4","Approved symbol","ARPC4","actin related protein 2/3 complex subunit 4","HGNC:707","3p25.3"
"GOLGA2P5","Approved symbol","GOLGA2P5","GOLGA2 pseudogene 5","HGNC:25315","12q23.1"
"DYNC1LI1","Approved symbol","DYNC1LI1","dynein cytoplasmic 1 light intermediate chain 1","HGNC:18745","3p22.3"
"ESCO1","Approved symbol","ESCO1","establishment of sister chromatid cohesion N-acetyltransferase 1","HGNC:24645","18q11.2"
"RPS10","Approved symbol","RPS10","ribosomal protein S10","HGNC:10383","6p21.31"
"SIPA1","Approved symbol","SIPA1","signal-induced proliferation-associated 1","HGNC:10885","11q13.1"
"UBE2K","Approved symbol","UBE2K","ubiquitin conjugating enzyme E2 K","HGNC:4914","4p14"
"RPL23AP42","Approved symbol","RPL23AP42","ribosomal protein L23a pseudogene 42","HGNC:35942","3q26.1"
"FBXL13","Approved symbol","FBXL13","F-box and leucine rich repeat protein 13","HGNC:21658","7q22.1"
"ARL3","Approved symbol","ARL3","ADP ribosylation factor like GTPase 3","HGNC:694","10q24.32"
"MAD2L1BP","Approved symbol","MAD2L1BP","MAD2L1 binding protein","HGNC:21059","6p21.1"
"EAF2","Approved symbol","EAF2","ELL associated factor 2","HGNC:23115","3q13.33"
"RANBP1","Approved symbol","RANBP1","RAN binding protein 1","HGNC:9847","22q11.21"
"COQ8A","Approved symbol","COQ8A","coenzyme Q8A","HGNC:16812","1q42.13"
"CCNB2","Approved symbol","CCNB2","cyclin B2","HGNC:1580","15q22.2"
"ERH","Approved symbol","ERH","ERH mRNA splicing and mitosis factor","HGNC:3447","14q24.1"
"EMD","Approved symbol","EMD","emerin","HGNC:3331","Xq28"
"REG3A","Approved symbol","REG3A","regenerating family member 3 alpha","HGNC:8601","2p12"
"HTR2B","Approved symbol","HTR2B","5-hydroxytryptamine receptor 2B","HGNC:5294","2q37.1"
"TNRC6B","Approved symbol","TNRC6B","trinucleotide repeat containing adaptor 6B","HGNC:29190","22q13.1"
"YWHAG","Approved symbol","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma","HGNC:12852","7q11.23"
"WDR18","Approved symbol","WDR18","WD repeat domain 18","HGNC:17956","19p13.3"
"IRF2BPL","Approved symbol","IRF2BPL","interferon regulatory factor 2 binding protein like","HGNC:14282","14q24.3"
"MIR31","Approved symbol","MIR31","microRNA 31","HGNC:31630","9p21.3"
"TMED7","Approved symbol","TMED7","transmembrane p24 trafficking protein 7","HGNC:24253","5q22.3"
"MTA3","Approved symbol","MTA3","metastasis associated 1 family member 3","HGNC:23784","2p21"
"PSMC4","Approved symbol","PSMC4","proteasome 26S subunit, ATPase 4","HGNC:9551","19q13.11-q13.13"
"ASS1","Approved symbol","ASS1","argininosuccinate synthase 1","HGNC:758","9q34.11"
"MBL2","Approved symbol","MBL2","mannose binding lectin 2","HGNC:6922","10q21.1"
"AASDH","Approved symbol","AASDH","aminoadipate-semialdehyde dehydrogenase","HGNC:23993","4q12"
"LMNA","Approved symbol","LMNA","lamin A/C","HGNC:6636","1q22"
"LATS1","Approved symbol","LATS1","large tumor suppressor kinase 1","HGNC:6514","6q25.1"
"STK26","Approved symbol","STK26","serine/threonine kinase 26","HGNC:18174","Xq26.2"
"GK","Approved symbol","GK","glycerol kinase","HGNC:4289","Xp21.2"
"MAP3K2","Approved symbol","MAP3K2","mitogen-activated protein kinase kinase kinase 2","HGNC:6854","2q14.3"
"LIPH","Approved symbol","LIPH","lipase H","HGNC:18483","3q27.2"
"UBR5","Approved symbol","UBR5","ubiquitin protein ligase E3 component n-recognin 5","HGNC:16806","8q22.3"
"RNF146","Approved symbol","RNF146","ring finger protein 146","HGNC:21336","6q22.33"
"CTSV","Approved symbol","CTSV","cathepsin V","HGNC:2538","9q22.33"
"OLFM1","Approved symbol","OLFM1","olfactomedin 1","HGNC:17187","9q34.3"
"CNOT1","Approved symbol","CNOT1","CCR4-NOT transcription complex subunit 1","HGNC:7877","16q21"
"RAB35","Approved symbol","RAB35","RAB35, member RAS oncogene family","HGNC:9774","12q24.23"
"RNF4","Approved symbol","RNF4","ring finger protein 4","HGNC:10067","4p16.3"
"ESCO2","Approved symbol","ESCO2","establishment of sister chromatid cohesion N-acetyltransferase 2","HGNC:27230","8p21.1"
"PRNP","Approved symbol","PRNP","prion protein","HGNC:9449","20p13"
"RAD51C","Approved symbol","RAD51C","RAD51 paralog C","HGNC:9820","17q22"
"FAF2","Approved symbol","FAF2","Fas associated factor family member 2","HGNC:24666","5q35.2"
"FGFR2","Approved symbol","FGFR2","fibroblast growth factor receptor 2","HGNC:3689","10q26.13"
"ZC3H4","Approved symbol","ZC3H4","zinc finger CCCH-type containing 4","HGNC:17808","19q13.32"
"TRMT44","Approved symbol","TRMT44","tRNA methyltransferase 44 homolog","HGNC:26653","4p16.1"
"RAB11B","Approved symbol","RAB11B","RAB11B, member RAS oncogene family","HGNC:9761","19p13.2"
"ENO1","Approved symbol","ENO1","enolase 1","HGNC:3350","1p36.23"
"NLRC3","Approved symbol","NLRC3","NLR family CARD domain containing 3","HGNC:29889","16p13.3"
"FSTL3","Approved symbol","FSTL3","follistatin like 3","HGNC:3973","19p13.3"
"KHDRBS2","Approved symbol","KHDRBS2","KH RNA binding domain containing, signal transduction associated 2","HGNC:18114","6q11.1"
"MEGF6","Approved symbol","MEGF6","multiple EGF like domains 6","HGNC:3232","1p36.32"
"PNRC2","Approved symbol","PNRC2","proline rich nuclear receptor coactivator 2","HGNC:23158","1p36.11"
"FGF2","Approved symbol","FGF2","fibroblast growth factor 2","HGNC:3676","4q28.1"
"LYAR","Approved symbol","LYAR","Ly1 antibody reactive","HGNC:26021","4p16.3"
"PIK3R2","Approved symbol","PIK3R2","phosphoinositide-3-kinase regulatory subunit 2","HGNC:8980","19p13.11"
"ABRAXAS2","Approved symbol","ABRAXAS2","abraxas 2, BRISC complex subunit","HGNC:28975","10q26.13"
"MCM10","Approved symbol","MCM10","minichromosome maintenance 10 replication initiation factor","HGNC:18043","10p13"
"PEX5L","Approved symbol","PEX5L","peroxisomal biogenesis factor 5 like","HGNC:30024","3q26.33"
"JUP","Approved symbol","JUP","junction plakoglobin","HGNC:6207","17q21.2"
"MAD2L1","Approved symbol","MAD2L1","mitotic arrest deficient 2 like 1","HGNC:6763","4q27"
"CCNA2","Approved symbol","CCNA2","cyclin A2","HGNC:1578","4q27"
"DCUN1D1","Approved symbol","DCUN1D1","defective in cullin neddylation 1 domain containing 1","HGNC:18184","3q26.33"
"PFN1","Approved symbol","PFN1","profilin 1","HGNC:8881","17p13.2"
"GID8","Approved symbol","GID8","GID complex subunit 8 homolog","HGNC:15857","20q13.33"
"PNMA5","Approved symbol","PNMA5","PNMA family member 5","HGNC:18743","Xq28"
"SMURF2","Approved symbol","SMURF2","SMAD specific E3 ubiquitin protein ligase 2","HGNC:16809","17q23.3-q24.1"
"THAP8","Approved symbol","THAP8","THAP domain containing 8","HGNC:23191","19q13.12"
"PUS7","Approved symbol","PUS7","pseudouridine synthase 7","HGNC:26033","7q22.3"
"BUB1B","Approved symbol","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B","HGNC:1149","15q15.1"
"ZNF354A","Approved symbol","ZNF354A","zinc finger protein 354A","HGNC:11628","5q35.3"
"YBX3","Approved symbol","YBX3","Y-box binding protein 3","HGNC:2428","12p13.2"
"EXOSC7","Approved symbol","EXOSC7","exosome component 7","HGNC:28112","3p21.31"
"EPS15","Approved symbol","EPS15","epidermal growth factor receptor pathway substrate 15","HGNC:3419","1p32.3"
